Corner,cap_scs,mos_scs,res_scs,vdd,vss,AC_Gain_abs,AC_Gain_at_DC,BW_3dB,PM,Z_in,Z_out,DC_Bias_Output,In_Ref_noise,PSRR_P_1MHz,PSRR_N_1MHz,Vout_Mid_Point,Max_Vout_Sin,Min_Vout_Sin,SlewRate_Pos,SlewRate_Neg,HD2,HD3,Vout_Swing
Proc_Vol_mid_114,tm,wz,tm,2.5,-2.75,13.6,22.67,114200000,51.16,3464000,1417,-0.1957,3.733e-08,2.596e-07,2.639e-07,-0.2609,1.007,-1.529,564800000,-572300000,-40.15,-43.57,2.537
Proc_Vol_mid_115,tm,wz,tm,2.25,-2.75,14.22,23.06,94980000,52.17,3466000,1674,-0.4072,3.505e-08,2.722e-07,2.679e-07,-0.4385,0.8731,-1.75,387900000,-415800000,-46.47,-41.82,2.623
Proc_Vol_mid_116,tm,wz,tm,2.75,-2.75,12.86,22.18,131600000,50.24,3465000,1235,0.006136,3.942e-08,2.474e-07,2.623e-07,-0.08264,1.128,-1.293,687200000,-654600000,-37.5,-45.4,2.421
Proc_Vol_mid_117,wp,wz,tm,2.5,-2.5,13.23,22.43,114400000,51.79,3437000,1410,0.01204,3.728e-08,2.554e-07,2.584e-07,-0.0645,1.166,-1.295,558900000,-568000000,-38.77,-43.42,2.46
Proc_Vol_mid_118,wp,wz,tm,2.25,-2.5,13.77,22.78,94780000,52.86,3443000,1675,-0.1956,3.503e-08,2.666e-07,2.641e-07,-0.2398,1.024,-1.503,378300000,-404900000,-43.5,-41.68,2.527
Proc_Vol_mid_119,wp,wz,tm,2.75,-2.5,12.54,21.96,132300000,50.85,3434000,1226,0.2113,3.937e-08,2.455e-07,2.54e-07,0.1134,1.291,-1.064,686900000,-654300000,-36.65,-45.34,2.355
Proc_Vol_mid_120,wp,wz,tm,2.5,-2.25,12.81,22.15,114900000,52.5,3405000,1400,0.2158,3.724e-08,2.496e-07,2.539e-07,0.1262,1.311,-1.059,553100000,-563000000,-37.41,-43.16,2.37
Proc_Vol_mid_121,wp,wz,tm,2.25,-2.25,13.23,22.43,94750000,53.64,3417000,1672,0.01323,3.505e-08,2.599e-07,2.607e-07,-0.0456,1.162,-1.253,367900000,-392900000,-41.05,-41.5,2.415
Proc_Vol_mid_122,wp,wz,tm,2.75,-2.25,12.16,21.7,133200000,51.53,3392000,1213,0.411,3.931e-08,2.411e-07,2.48e-07,0.3022,1.441,-0.8367,684600000,-653900000,-35.74,-45.15,2.278
Proc_Vol_mid_123,wp,wz,tm,2.5,-2.75,13.6,22.67,114200000,51.16,3464000,1417,-0.1957,3.733e-08,2.596e-07,2.639e-07,-0.2609,1.007,-1.529,564800000,-572300000,-40.15,-43.57,2.537
Proc_Vol_mid_124,wp,wz,tm,2.25,-2.75,14.22,23.06,94980000,52.17,3466000,1674,-0.4072,3.505e-08,2.722e-07,2.679e-07,-0.4385,0.8731,-1.75,387900000,-415800000,-46.47,-41.82,2.623
Proc_Vol_mid_125,wp,wz,tm,2.75,-2.75,12.86,22.18,131600000,50.24,3465000,1235,0.006136,3.942e-08,2.474e-07,2.623e-07,-0.08264,1.128,-1.293,687200000,-654600000,-37.5,-45.4,2.421
Proc_Vol_mid_126,ws,wz,tm,2.5,-2.5,13.23,22.43,114400000,51.79,3437000,1410,0.01204,3.728e-08,2.554e-07,2.584e-07,-0.0645,1.166,-1.295,558900000,-568000000,-38.77,-43.42,2.46
Proc_Vol_mid_127,ws,wz,tm,2.25,-2.5,13.77,22.78,94780000,52.86,3443000,1675,-0.1956,3.503e-08,2.666e-07,2.641e-07,-0.2398,1.024,-1.503,378300000,-404900000,-43.5,-41.68,2.527
Proc_Vol_mid_128,ws,wz,tm,2.75,-2.5,12.54,21.96,132300000,50.85,3434000,1226,0.2113,3.937e-08,2.455e-07,2.54e-07,0.1134,1.291,-1.064,686900000,-654300000,-36.65,-45.34,2.355
Proc_Vol_mid_129,ws,wz,tm,2.5,-2.25,12.81,22.15,114900000,52.5,3405000,1400,0.2158,3.724e-08,2.496e-07,2.539e-07,0.1262,1.311,-1.059,553100000,-563000000,-37.41,-43.16,2.37
Proc_Vol_mid_130,ws,wz,tm,2.25,-2.25,13.23,22.43,94750000,53.64,3417000,1672,0.01323,3.505e-08,2.599e-07,2.607e-07,-0.0456,1.162,-1.253,367900000,-392900000,-41.05,-41.5,2.415
Proc_Vol_mid_131,ws,wz,tm,2.75,-2.25,12.16,21.7,133200000,51.53,3392000,1213,0.411,3.931e-08,2.411e-07,2.48e-07,0.3022,1.441,-0.8367,684600000,-653900000,-35.74,-45.15,2.278
Proc_Vol_mid_132,ws,wz,tm,2.5,-2.75,13.6,22.67,114200000,51.16,3464000,1417,-0.1957,3.733e-08,2.596e-07,2.639e-07,-0.2609,1.007,-1.529,564800000,-572300000,-40.15,-43.57,2.537
Proc_Vol_mid_133,ws,wz,tm,2.25,-2.75,14.22,23.06,94980000,52.17,3466000,1674,-0.4072,3.505e-08,2.722e-07,2.679e-07,-0.4385,0.8731,-1.75,387900000,-415800000,-46.47,-41.82,2.623
Proc_Vol_mid_134,ws,wz,tm,2.75,-2.75,12.86,22.18,131600000,50.24,3465000,1235,0.006136,3.942e-08,2.474e-07,2.623e-07,-0.08264,1.128,-1.293,687200000,-654600000,-37.5,-45.4,2.421
Proc_Vol_mid_135,tm,tm,wp,2.5,-2.5,12.67,22.05,113700000,52.42,3419000,1473,-0.1446,3.729e-08,2.467e-07,2.642e-07,-0.183,0.995,-1.361,501900000,-523500000,-44.74,-43.87,2.356
Proc_Vol_mid_136,tm,tm,wp,2.25,-2.5,12.22,21.74,94600000,55.11,3422000,1748,-0.3448,3.587e-08,2.568e-07,2.691e-07,-0.3514,0.7824,-1.485,322900000,-345800000,-59.83,-43.93,2.268
Proc_Vol_mid_137,tm,tm,wp,2.75,-2.5,12.47,21.91,131000000,50.44,3419000,1284,0.04824,3.901e-08,2.38e-07,2.607e-07,-0.01639,1.153,-1.186,645700000,-636500000,-40.25,-45.18,2.34
Proc_Vol_mid_138,tm,tm,wp,2.5,-2.25,12.2,21.73,113900000,53.33,3390000,1469,0.06402,3.736e-08,2.417e-07,2.602e-07,0.01547,1.146,-1.115,494300000,-516800000,-42.73,-43.79,2.261
Proc_Vol_mid_139,tm,tm,wp,2.25,-2.25,11.56,21.26,94310000,56.27,3399000,1752,-0.1318,3.622e-08,2.509e-07,2.661e-07,-0.1484,0.9236,-1.22,312800000,-333500000,-52.07,-44.41,2.144
Proc_Vol_mid_140,tm,tm,wp,2.75,-2.25,12.1,21.65,131600000,51.2,3385000,1275,0.2533,3.899e-08,2.342e-07,2.55e-07,0.1792,1.311,-0.9525,643800000,-635800000,-39.06,-45.03,2.263
Proc_Vol_mid_141,tm,tm,wp,2.5,-2.75,13.07,22.32,113800000,51.63,3442000,1475,-0.3569,3.725e-08,2.5e-07,2.697e-07,-0.3861,0.8323,-1.604,507100000,-528300000,-47.09,-43.89,2.437
Proc_Vol_mid_142,tm,tm,wp,2.25,-2.75,12.8,22.14,95040000,54.09,3442000,1742,-0.5603,3.564e-08,2.614e-07,2.727e-07,-0.5575,0.6305,-1.745,332100000,-357000000,-67.27,-43.56,2.376
Proc_Vol_mid_143,tm,tm,wp,2.75,-2.75,12.79,22.14,130700000,49.76,3446000,1290,-0.1623,3.904e-08,2.39e-07,2.69e-07,-0.2184,0.9837,-1.42,646900000,-635100000,-41.47,-45.2,2.404
Proc_Vol_mid_144,wp,tm,wp,2.5,-2.5,12.67,22.05,113700000,52.42,3419000,1473,-0.1446,3.729e-08,2.467e-07,2.642e-07,-0.183,0.995,-1.361,501900000,-523500000,-44.74,-43.87,2.356
Proc_Vol_mid_145,wp,tm,wp,2.25,-2.5,12.22,21.74,94600000,55.11,3422000,1748,-0.3448,3.587e-08,2.568e-07,2.691e-07,-0.3514,0.7824,-1.485,322900000,-345800000,-59.83,-43.93,2.268
Proc_Vol_mid_146,wp,tm,wp,2.75,-2.5,12.47,21.91,131000000,50.44,3419000,1284,0.04824,3.901e-08,2.38e-07,2.607e-07,-0.01639,1.153,-1.186,645700000,-636500000,-40.25,-45.18,2.34
Proc_Vol_mid_147,wp,tm,wp,2.5,-2.25,12.2,21.73,113900000,53.33,3390000,1469,0.06402,3.736e-08,2.417e-07,2.602e-07,0.01547,1.146,-1.115,494300000,-516800000,-42.73,-43.79,2.261
Proc_Vol_mid_148,wp,tm,wp,2.25,-2.25,11.56,21.26,94310000,56.27,3399000,1752,-0.1318,3.622e-08,2.509e-07,2.661e-07,-0.1484,0.9236,-1.22,312800000,-333500000,-52.07,-44.41,2.144
Proc_Vol_mid_149,wp,tm,wp,2.75,-2.25,12.1,21.65,131600000,51.2,3385000,1275,0.2533,3.899e-08,2.342e-07,2.55e-07,0.1792,1.311,-0.9525,643800000,-635800000,-39.06,-45.03,2.263
Proc_Vol_mid_150,wp,tm,wp,2.5,-2.75,13.07,22.32,113800000,51.63,3442000,1475,-0.3569,3.725e-08,2.5e-07,2.697e-07,-0.3861,0.8323,-1.604,507100000,-528300000,-47.09,-43.89,2.437
Proc_Vol_mid_151,wp,tm,wp,2.25,-2.75,12.8,22.14,95040000,54.09,3442000,1742,-0.5603,3.564e-08,2.614e-07,2.727e-07,-0.5575,0.6305,-1.745,332100000,-357000000,-67.27,-43.56,2.376
Proc_Vol_mid_152,wp,tm,wp,2.75,-2.75,12.79,22.14,130700000,49.76,3446000,1290,-0.1623,3.904e-08,2.39e-07,2.69e-07,-0.2184,0.9837,-1.42,646900000,-635100000,-41.47,-45.2,2.404
Proc_Vol_mid_153,ws,tm,wp,2.5,-2.5,12.67,22.05,113700000,52.42,3419000,1473,-0.1446,3.729e-08,2.467e-07,2.642e-07,-0.183,0.995,-1.361,501900000,-523500000,-44.74,-43.87,2.356
Proc_Vol_mid_154,ws,tm,wp,2.25,-2.5,12.22,21.74,94600000,55.11,3422000,1748,-0.3448,3.587e-08,2.568e-07,2.691e-07,-0.3514,0.7824,-1.485,322900000,-345800000,-59.83,-43.93,2.268
Proc_Vol_mid_155,ws,tm,wp,2.75,-2.5,12.47,21.91,131000000,50.44,3419000,1284,0.04824,3.901e-08,2.38e-07,2.607e-07,-0.01639,1.153,-1.186,645700000,-636500000,-40.25,-45.18,2.34
Proc_Vol_mid_156,ws,tm,wp,2.5,-2.25,12.2,21.73,113900000,53.33,3390000,1469,0.06402,3.736e-08,2.417e-07,2.602e-07,0.01547,1.146,-1.115,494300000,-516800000,-42.73,-43.79,2.261
Proc_Vol_mid_157,ws,tm,wp,2.25,-2.25,11.56,21.26,94310000,56.27,3399000,1752,-0.1318,3.622e-08,2.509e-07,2.661e-07,-0.1484,0.9236,-1.22,312800000,-333500000,-52.07,-44.41,2.144
Proc_Vol_mid_158,ws,tm,wp,2.75,-2.25,12.1,21.65,131600000,51.2,3385000,1275,0.2533,3.899e-08,2.342e-07,2.55e-07,0.1792,1.311,-0.9525,643800000,-635800000,-39.06,-45.03,2.263
Proc_Vol_mid_159,ws,tm,wp,2.5,-2.75,13.07,22.32,113800000,51.63,3442000,1475,-0.3569,3.725e-08,2.5e-07,2.697e-07,-0.3861,0.8323,-1.604,507100000,-528300000,-47.09,-43.89,2.437
Proc_Vol_mid_160,ws,tm,wp,2.25,-2.75,12.8,22.14,95040000,54.09,3442000,1742,-0.5603,3.564e-08,2.614e-07,2.727e-07,-0.5575,0.6305,-1.745,332100000,-357000000,-67.27,-43.56,2.376
Proc_Vol_mid_161,ws,tm,wp,2.75,-2.75,12.79,22.14,130700000,49.76,3446000,1290,-0.1623,3.904e-08,2.39e-07,2.69e-07,-0.2184,0.9837,-1.42,646900000,-635100000,-41.47,-45.2,2.404
Proc_Vol_mid_162,tm,wp,wp,2.5,-2.5,12.01,21.59,132700000,52.84,3508000,1376,-0.1189,3.753e-08,2.589e-07,2.625e-07,-0.1617,0.9579,-1.281,510200000,-529800000,-43.81,-44.67,2.239
Proc_Vol_mid_163,tm,wp,wp,2.25,-2.5,10.95,20.79,112500000,58.56,3517000,1622,-0.3296,3.735e-08,2.71e-07,2.671e-07,-0.3407,0.6902,-1.372,340700000,-358500000,-55.49,-46.77,2.062
Proc_Vol_mid_164,tm,wp,wp,2.75,-2.5,12.15,21.69,151300000,50.7,3504000,1204,0.08277,3.869e-08,2.48e-07,2.596e-07,0.01151,1.151,-1.128,651800000,-643900000,-39.4,-45.36,2.278
Proc_Vol_mid_165,tm,wp,wp,2.5,-2.25,11.47,21.19,133200000,54.24,3479000,1368,0.08788,3.777e-08,2.54e-07,2.574e-07,0.03675,1.104,-1.03,504100000,-523100000,-42.29,-44.87,2.134
Proc_Vol_mid_166,tm,wp,wp,2.25,-2.25,10.21,20.18,112500000,60.31,3492000,1621,-0.1185,3.81e-08,2.65e-07,2.636e-07,-0.137,0.8274,-1.101,330800000,-346400000,-51.12,-47.84,1.929
Proc_Vol_mid_167,tm,wp,wp,2.75,-2.25,11.73,21.39,152300000,51.12,3469000,1192,0.2863,3.874e-08,2.448e-07,2.523e-07,0.2066,1.304,-0.8908,647700000,-642700000,-38.43,-45.33,2.195
Proc_Vol_mid_168,tm,wp,wp,2.5,-2.75,12.48,21.92,132500000,51.61,3533000,1381,-0.3304,3.736e-08,2.614e-07,2.697e-07,-0.3653,0.7996,-1.53,516400000,-533900000,-45.58,-44.47,2.33
Proc_Vol_mid_169,tm,wp,wp,2.25,-2.75,11.61,21.3,112700000,56.98,3538000,1621,-0.5439,3.678e-08,2.754e-07,2.718e-07,-0.5476,0.5428,-1.638,350300000,-369200000,-64.83,-45.89,2.181
Proc_Vol_mid_170,tm,wp,wp,2.75,-2.75,12.51,21.94,150600000,50.35,3533000,1212,-0.1279,3.865e-08,2.473e-07,2.709e-07,-0.1911,0.9834,-1.366,646700000,-641500000,-40.44,-45.27,2.349
Proc_Vol_mid_171,wp,wp,wp,2.5,-2.5,12.01,21.59,132700000,52.84,3508000,1376,-0.1189,3.753e-08,2.589e-07,2.625e-07,-0.1617,0.9579,-1.281,510200000,-529800000,-43.81,-44.67,2.239
Proc_Vol_mid_172,wp,wp,wp,2.25,-2.5,10.95,20.79,112500000,58.56,3517000,1622,-0.3296,3.735e-08,2.71e-07,2.671e-07,-0.3407,0.6902,-1.372,340700000,-358500000,-55.49,-46.77,2.062
Proc_Vol_mid_173,wp,wp,wp,2.75,-2.5,12.15,21.69,151300000,50.7,3504000,1204,0.08277,3.869e-08,2.48e-07,2.596e-07,0.01151,1.151,-1.128,651800000,-643900000,-39.4,-45.36,2.278
Proc_Vol_mid_174,wp,wp,wp,2.5,-2.25,11.47,21.19,133200000,54.24,3479000,1368,0.08788,3.777e-08,2.54e-07,2.574e-07,0.03675,1.104,-1.03,504100000,-523100000,-42.29,-44.87,2.134
Proc_Vol_mid_175,wp,wp,wp,2.25,-2.25,10.21,20.18,112500000,60.31,3492000,1621,-0.1185,3.81e-08,2.65e-07,2.636e-07,-0.137,0.8274,-1.101,330800000,-346400000,-51.12,-47.84,1.929
Proc_Vol_mid_176,wp,wp,wp,2.75,-2.25,11.73,21.39,152300000,51.12,3469000,1192,0.2863,3.874e-08,2.448e-07,2.523e-07,0.2066,1.304,-0.8908,647700000,-642700000,-38.43,-45.33,2.195
Proc_Vol_mid_177,wp,wp,wp,2.5,-2.75,12.48,21.92,132500000,51.61,3533000,1381,-0.3304,3.736e-08,2.614e-07,2.697e-07,-0.3653,0.7996,-1.53,516400000,-533900000,-45.58,-44.47,2.33
Proc_Vol_mid_178,wp,wp,wp,2.25,-2.75,11.61,21.3,112700000,56.98,3538000,1621,-0.5439,3.678e-08,2.754e-07,2.718e-07,-0.5476,0.5428,-1.638,350300000,-369200000,-64.83,-45.89,2.181
Proc_Vol_mid_179,wp,wp,wp,2.75,-2.75,12.51,21.94,150600000,50.35,3533000,1212,-0.1279,3.865e-08,2.473e-07,2.709e-07,-0.1911,0.9834,-1.366,646700000,-641500000,-40.44,-45.27,2.349
Proc_Vol_mid_180,ws,wp,wp,2.5,-2.5,12.01,21.59,132700000,52.84,3508000,1376,-0.1189,3.753e-08,2.589e-07,2.625e-07,-0.1617,0.9579,-1.281,510200000,-529800000,-43.81,-44.67,2.239
Proc_Vol_mid_181,ws,wp,wp,2.25,-2.5,10.95,20.79,112500000,58.56,3517000,1622,-0.3296,3.735e-08,2.71e-07,2.671e-07,-0.3407,0.6902,-1.372,340700000,-358500000,-55.49,-46.77,2.062
Proc_Vol_mid_182,ws,wp,wp,2.75,-2.5,12.15,21.69,151300000,50.7,3504000,1204,0.08277,3.869e-08,2.48e-07,2.596e-07,0.01151,1.151,-1.128,651800000,-643900000,-39.4,-45.36,2.278
Proc_Vol_mid_183,ws,wp,wp,2.5,-2.25,11.47,21.19,133200000,54.24,3479000,1368,0.08788,3.777e-08,2.54e-07,2.574e-07,0.03675,1.104,-1.03,504100000,-523100000,-42.29,-44.87,2.134
Proc_Vol_mid_184,ws,wp,wp,2.25,-2.25,10.21,20.18,112500000,60.31,3492000,1621,-0.1185,3.81e-08,2.65e-07,2.636e-07,-0.137,0.8274,-1.101,330800000,-346400000,-51.12,-47.84,1.929
Proc_Vol_mid_185,ws,wp,wp,2.75,-2.25,11.73,21.39,152300000,51.12,3469000,1192,0.2863,3.874e-08,2.448e-07,2.523e-07,0.2066,1.304,-0.8908,647700000,-642700000,-38.43,-45.33,2.195
Proc_Vol_mid_186,ws,wp,wp,2.5,-2.75,12.48,21.92,132500000,51.61,3533000,1381,-0.3304,3.736e-08,2.614e-07,2.697e-07,-0.3653,0.7996,-1.53,516400000,-533900000,-45.58,-44.47,2.33
Proc_Vol_mid_187,ws,wp,wp,2.25,-2.75,11.61,21.3,112700000,56.98,3538000,1621,-0.5439,3.678e-08,2.754e-07,2.718e-07,-0.5476,0.5428,-1.638,350300000,-369200000,-64.83,-45.89,2.181
Proc_Vol_mid_188,ws,wp,wp,2.75,-2.75,12.51,21.94,150600000,50.35,3533000,1212,-0.1279,3.865e-08,2.473e-07,2.709e-07,-0.1911,0.9834,-1.366,646700000,-641500000,-40.44,-45.27,2.349
Proc_Vol_mid_189,tm,ws,wp,2.5,-2.5,13.23,22.43,96300000,51.09,3326000,1588,-0.1743,3.73e-08,2.352e-07,2.663e-07,-0.2054,1.025,-1.435,469700000,-496700000,-46.58,-43.39,2.46
Proc_Vol_mid_190,tm,ws,wp,2.25,-2.5,13.34,22.5,80770000,51.98,3331000,1898,-0.3649,3.516e-08,2.44e-07,2.711e-07,-0.3633,0.8633,-1.59,294100000,-317400000,-70.13,-42.18,2.453
Proc_Vol_mid_191,tm,ws,wp,2.75,-2.5,12.77,22.13,112800000,50.79,3328000,1378,0.009873,3.936e-08,2.279e-07,2.625e-07,-0.04626,1.153,-1.246,611400000,-611800000,-41.47,-45.04,2.399
Proc_Vol_mid_192,tm,ws,wp,2.5,-2.25,12.84,22.17,96120000,51.57,3300000,1588,0.03624,3.725e-08,2.303e-07,2.63e-07,-0.006481,1.181,-1.194,462300000,-488500000,-43.83,-43.11,2.375
Proc_Vol_mid_193,tm,ws,wp,2.25,-2.25,12.78,22.13,80240000,53.55,3310000,1908,-0.1501,3.523e-08,2.384e-07,2.686e-07,-0.1609,1.01,-1.332,284300000,-305600000,-55.64,-42.18,2.342
Proc_Vol_mid_194,tm,ws,wp,2.75,-2.25,12.45,21.9,112900000,51.26,3296000,1372,0.2169,3.929e-08,2.239e-07,2.58e-07,0.1505,1.315,-1.014,607000000,-608400000,-40.01,-44.79,2.329
Proc_Vol_mid_195,tm,ws,wp,2.5,-2.75,13.57,22.65,96620000,50.66,3348000,1586,-0.3879,3.736e-08,2.388e-07,2.705e-07,-0.4087,0.857,-1.674,475900000,-502000000,-50,-43.56,2.531
Proc_Vol_mid_196,tm,ws,wp,2.25,-2.75,13.8,22.8,81400000,50.71,3348000,1886,-0.5817,3.515e-08,2.486e-07,2.74e-07,-0.5688,0.7054,-1.843,302700000,-328400000,-54.32,-42.2,2.548
Proc_Vol_mid_197,tm,ws,wp,2.75,-2.75,13.06,22.32,112800000,50.36,3353000,1381,-0.2013,3.944e-08,2.299e-07,2.688e-07,-0.2485,0.9801,-1.477,615200000,-613600000,-42.96,-45.14,2.457
Proc_Vol_mid_198,wp,ws,wp,2.5,-2.5,13.23,22.43,96300000,51.09,3326000,1588,-0.1743,3.73e-08,2.352e-07,2.663e-07,-0.2054,1.025,-1.435,469700000,-496700000,-46.58,-43.39,2.46
Proc_Vol_mid_199,wp,ws,wp,2.25,-2.5,13.34,22.5,80770000,51.98,3331000,1898,-0.3649,3.516e-08,2.44e-07,2.711e-07,-0.3633,0.8633,-1.59,294100000,-317400000,-70.13,-42.18,2.453
Proc_Vol_mid_200,wp,ws,wp,2.75,-2.5,12.77,22.13,112800000,50.79,3328000,1378,0.009873,3.936e-08,2.279e-07,2.625e-07,-0.04626,1.153,-1.246,611400000,-611800000,-41.47,-45.04,2.399
Proc_Vol_mid_201,wp,ws,wp,2.5,-2.25,12.84,22.17,96120000,51.57,3300000,1588,0.03624,3.725e-08,2.303e-07,2.63e-07,-0.006481,1.181,-1.194,462300000,-488500000,-43.83,-43.11,2.375
Proc_Vol_mid_202,wp,ws,wp,2.25,-2.25,12.78,22.13,80240000,53.55,3310000,1908,-0.1501,3.523e-08,2.384e-07,2.686e-07,-0.1609,1.01,-1.332,284300000,-305600000,-55.64,-42.18,2.342
Proc_Vol_mid_203,wp,ws,wp,2.75,-2.25,12.45,21.9,112900000,51.26,3296000,1372,0.2169,3.929e-08,2.239e-07,2.58e-07,0.1505,1.315,-1.014,607000000,-608400000,-40.01,-44.79,2.329
Proc_Vol_mid_204,wp,ws,wp,2.5,-2.75,13.57,22.65,96620000,50.66,3348000,1586,-0.3879,3.736e-08,2.388e-07,2.705e-07,-0.4087,0.857,-1.674,475900000,-502000000,-50,-43.56,2.531
Proc_Vol_mid_205,wp,ws,wp,2.25,-2.75,13.8,22.8,81400000,50.71,3348000,1886,-0.5817,3.515e-08,2.486e-07,2.74e-07,-0.5688,0.7054,-1.843,302700000,-328400000,-54.32,-42.2,2.548
Proc_Vol_mid_206,wp,ws,wp,2.75,-2.75,13.06,22.32,112800000,50.36,3353000,1381,-0.2013,3.944e-08,2.299e-07,2.688e-07,-0.2485,0.9801,-1.477,615200000,-613600000,-42.96,-45.14,2.457
Proc_Vol_mid_207,ws,ws,wp,2.5,-2.5,13.23,22.43,96300000,51.09,3326000,1588,-0.1743,3.73e-08,2.352e-07,2.663e-07,-0.2054,1.025,-1.435,469700000,-496700000,-46.58,-43.39,2.46
Proc_Vol_mid_208,ws,ws,wp,2.25,-2.5,13.34,22.5,80770000,51.98,3331000,1898,-0.3649,3.516e-08,2.44e-07,2.711e-07,-0.3633,0.8633,-1.59,294100000,-317400000,-70.13,-42.18,2.453
Proc_Vol_mid_209,ws,ws,wp,2.75,-2.5,12.77,22.13,112800000,50.79,3328000,1378,0.009873,3.936e-08,2.279e-07,2.625e-07,-0.04626,1.153,-1.246,611400000,-611800000,-41.47,-45.04,2.399
Proc_Vol_mid_210,ws,ws,wp,2.5,-2.25,12.84,22.17,96120000,51.57,3300000,1588,0.03624,3.725e-08,2.303e-07,2.63e-07,-0.006481,1.181,-1.194,462300000,-488500000,-43.83,-43.11,2.375
Proc_Vol_mid_211,ws,ws,wp,2.25,-2.25,12.78,22.13,80240000,53.55,3310000,1908,-0.1501,3.523e-08,2.384e-07,2.686e-07,-0.1609,1.01,-1.332,284300000,-305600000,-55.64,-42.18,2.342
Proc_Vol_mid_212,ws,ws,wp,2.75,-2.25,12.45,21.9,112900000,51.26,3296000,1372,0.2169,3.929e-08,2.239e-07,2.58e-07,0.1505,1.315,-1.014,607000000,-608400000,-40.01,-44.79,2.329
Proc_Vol_mid_213,ws,ws,wp,2.5,-2.75,13.57,22.65,96620000,50.66,3348000,1586,-0.3879,3.736e-08,2.388e-07,2.705e-07,-0.4087,0.857,-1.674,475900000,-502000000,-50,-43.56,2.531
Proc_Vol_mid_214,ws,ws,wp,2.25,-2.75,13.8,22.8,81400000,50.71,3348000,1886,-0.5817,3.515e-08,2.486e-07,2.74e-07,-0.5688,0.7054,-1.843,302700000,-328400000,-54.32,-42.2,2.548
Proc_Vol_mid_215,ws,ws,wp,2.75,-2.75,13.06,22.32,112800000,50.36,3353000,1381,-0.2013,3.944e-08,2.299e-07,2.688e-07,-0.2485,0.9801,-1.477,615200000,-613600000,-42.96,-45.14,2.457
Proc_Vol_mid_216,tm,wo,wp,2.5,-2.5,11.08,20.89,114000000,55.61,3399000,1535,-0.311,3.876e-08,2.378e-07,2.695e-07,-0.3169,0.7225,-1.356,421600000,-443500000,-60.89,-46.24,2.079
Proc_Vol_mid_217,tm,wo,wp,2.25,-2.5,9.295,19.37,95270000,63.02,3408000,1820,-0.504,4.011e-08,2.476e-07,2.734e-07,-0.4912,0.4025,-1.385,260900000,-275600000,-54.33,-51.92,1.787
Proc_Vol_mid_218,tm,wo,wp,2.75,-2.5,11.83,21.46,130600000,51.51,3399000,1341,-0.1251,3.926e-08,2.295e-07,2.669e-07,-0.1551,0.9545,-1.265,571700000,-583900000,-46.9,-45.55,2.219
Proc_Vol_mid_219,tm,wo,wp,2.5,-2.25,10.52,20.44,113800000,56.88,3375000,1535,-0.09806,3.918e-08,2.337e-07,2.658e-07,-0.1108,0.877,-1.099,413800000,-435400000,-54.31,-46.77,1.976
Proc_Vol_mid_220,tm,wo,wp,2.25,-2.25,8.587,18.68,94710000,65.7,3389000,1831,-0.2874,4.132e-08,2.427e-07,2.708e-07,-0.2809,0.5491,-1.111,251700000,-264800000,-60.08,-53.86,1.66
Proc_Vol_mid_221,tm,wo,wp,2.75,-2.25,11.43,21.16,130800000,52.47,3370000,1336,0.085,3.937e-08,2.266e-07,2.615e-07,0.04763,1.117,-1.022,568800000,-581000000,-45,-45.56,2.139
Proc_Vol_mid_222,tm,wo,wp,2.5,-2.75,11.56,21.26,114400000,54.49,3419000,1532,-0.5275,3.845e-08,2.401e-07,2.75e-07,-0.5266,0.5577,-1.611,427500000,-449600000,-76.11,-45.77,2.169
Proc_Vol_mid_223,tm,wo,wp,2.25,-2.75,9.95,19.96,95940000,60.5,3424000,1808,-0.7228,3.918e-08,2.513e-07,2.769e-07,-0.7037,0.2482,-1.656,269600000,-285600000,-50.81,-50.29,1.904
Proc_Vol_mid_224,tm,wo,wp,2.75,-2.75,12.17,21.71,130700000,50.67,3422000,1343,-0.3406,3.92e-08,2.296e-07,2.754e-07,-0.3633,0.78,-1.507,574700000,-582700000,-49.28,-45.45,2.287
Proc_Vol_mid_225,wp,wo,wp,2.5,-2.5,11.08,20.89,114000000,55.61,3399000,1535,-0.311,3.876e-08,2.378e-07,2.695e-07,-0.3169,0.7225,-1.356,421600000,-443500000,-60.89,-46.24,2.079
Proc_Vol_mid_226,wp,wo,wp,2.25,-2.5,9.295,19.37,95270000,63.02,3408000,1820,-0.504,4.011e-08,2.476e-07,2.734e-07,-0.4912,0.4025,-1.385,260900000,-275600000,-54.33,-51.92,1.787
Proc_Vol_mid_227,wp,wo,wp,2.75,-2.5,11.83,21.46,130600000,51.51,3399000,1341,-0.1251,3.926e-08,2.295e-07,2.669e-07,-0.1551,0.9545,-1.265,571700000,-583900000,-46.9,-45.55,2.219
Proc_Vol_mid_228,wp,wo,wp,2.5,-2.25,10.52,20.44,113800000,56.88,3375000,1535,-0.09806,3.918e-08,2.337e-07,2.658e-07,-0.1108,0.877,-1.099,413800000,-435400000,-54.31,-46.77,1.976
Proc_Vol_mid_229,wp,wo,wp,2.25,-2.25,8.587,18.68,94710000,65.7,3389000,1831,-0.2874,4.132e-08,2.427e-07,2.708e-07,-0.2809,0.5491,-1.111,251700000,-264800000,-60.08,-53.86,1.66
